descreveExamePK,dataPK,hospitalPK,idadePK,quantidadeExames
18582,963,507,8,1
56483,3914,71,86,5
299,2383,166,108,9
58619,2960,19,95,9
97803,217,278,22,8
97423,3259,13,75,9
38964,1151,267,29,8
62053,2317,346,44,9
8026,1462,55,41,10
53871,2563,291,73,1
54494,3700,186,31,1
40063,563,178,104,4
70462,3376,486,26,9
1129,2488,268,109,1
31730,2307,248,88,6
33782,2578,554,28,1
52820,2569,348,110,6
23689,3548,175,104,6
12031,3482,220,81,3
12548,3213,432,61,9
18426,709,291,62,7
57514,3395,123,62,5
42568,1214,80,37,2
87723,198,492,19,9
16661,3706,60,79,8
3396,3054,517,79,9
69154,777,203,52,6
51096,3496,308,5,8
37542,2181,416,69,2
99086,3714,74,6,4
78490,1760,127,25,2
36336,813,254,55,10
91575,1481,287,66,9
65641,2133,177,70,2
46672,1124,604,95,9
77767,1515,75,79,5
46142,771,592,22,4
44368,759,262,65,7
85582,1500,621,5,5
78300,339,451,1,10
49882,2561,83,55,10
64096,627,171,67,1
35287,3529,405,20,5
16928,2257,84,113,1
98470,3644,292,97,7
59116,856,378,23,4
86769,3926,92,84,4
23831,1154,574,2,8
46057,2178,240,50,3
46885,2815,594,22,2
23240,2966,274,14,3
31256,1513,103,78,9
8539,2989,103,79,9
3112,2763,270,43,8
61673,3095,320,58,6
76028,2100,58,65,6
39877,180,157,78,5
85581,1751,96,48,5
74926,1777,40,23,5
31698,723,69,99,5
42323,2592,511,77,4
27254,3228,424,38,6
99411,74,324,97,10
3076,1910,195,38,8
24815,3536,418,81,6
55970,2135,416,59,7
6352,2998,573,38,9
94196,558,53,8,7
11613,722,20,73,5
65577,2494,531,69,8
39799,1145,103,7,5
57826,2665,190,62,8
58190,2183,512,4,1
90253,181,566,106,6
69152,2685,514,46,8
39871,1597,151,42,6
59637,2312,360,87,10
14318,699,189,117,6
36002,138,136,105,3
62451,1236,182,6,8
70163,1132,332,47,9
79274,2228,444,107,8
57514,1839,460,81,6
65806,2120,523,28,2
76747,753,554,113,5
14842,3534,550,26,10
28053,671,349,74,4
93991,358,214,69,4
61712,2248,91,110,2
90817,4016,450,118,5
50201,3767,590,103,4
49563,1476,402,36,10
28551,3382,624,57,7
94887,512,475,18,8
10138,2672,18,37,6
48835,990,394,63,2
43999,635,631,59,8
74446,1256,262,95,2
74867,3170,559,55,8
53551,84,361,33,3
73556,322,444,77,1
84237,1092,227,32,2
97296,1388,64,35,7
53905,2768,601,37,7
41783,1144,101,111,8
19818,631,339,32,4
80824,2481,99,64,6
42487,13,398,109,9
52620,440,314,114,3
42428,3394,159,15,5
2217,3021,15,7,1
54287,539,615,9,1
65628,55,32,81,4
22317,1478,244,118,6
58452,703,595,92,7
27007,15,597,52,9
75038,817,471,117,7
37101,735,606,8,5
2419,1260,12,88,4
2287,3171,352,8,8
24973,1148,274,121,10
89988,1661,62,5,9
92735,3448,494,109,8
54218,1892,140,1,8
93149,3925,544,5,1
15133,2668,456,37,8
38722,629,381,37,9
16988,1099,48,71,2
34832,1470,141,83,10
82720,2009,133,113,6
43470,89,563,5,6
54873,2108,66,28,3
20552,109,467,104,9
89625,3400,274,2,5
61003,3272,7,47,9
10774,3892,610,48,10
47811,2119,618,121,1
73668,370,163,2,2
90890,363,172,37,2
46394,3863,89,92,6
13064,1203,611,1,7
44029,3425,156,48,3
32897,1518,586,77,7
32996,440,467,89,9
39558,1758,238,6,8
65804,3255,426,106,8
33500,3552,292,3,7
86431,1430,211,12,1
39193,1715,64,45,10
92654,3178,324,38,1
41090,3890,536,84,3
86043,2838,143,37,9
6935,3438,325,107,8
51131,1512,148,30,3
70325,1592,180,76,2
24906,2985,13,1,9
67853,159,380,7,10
71989,949,595,93,9
8987,3596,565,8,7
81085,2443,208,20,6
22239,4,153,105,10
72822,2496,301,5,7
58122,3463,350,23,6
36472,1189,574,115,6
52423,1614,255,100,3
15654,3213,380,90,7
85427,2777,574,115,2
7403,459,156,72,8
29613,910,214,72,3
54732,1066,511,19,10
50961,1781,394,5,2
13877,1136,370,32,3
62984,2897,600,119,1
32140,2531,322,2,7
36850,200,281,118,7
80076,2337,461,111,4
18895,104,530,38,8
73305,2654,314,64,9
27606,3984,187,16,8
35861,1732,165,120,7
69031,1401,233,16,2
79880,3152,315,107,4
41258,1110,644,78,7
64329,2569,322,119,6
82201,666,131,97,10
17370,1586,224,63,6
65350,1460,587,78,9
61577,1823,9,16,7
93571,3717,360,38,4
26182,924,469,72,10
17776,2174,577,64,2
97384,500,166,110,6
41921,497,94,47,1
67808,1807,419,40,10
19858,2481,312,102,9
31240,1833,451,74,1
74709,1228,312,92,4
48665,1518,213,113,5
13067,1083,570,73,1
29742,2208,185,36,7
70082,732,491,23,1
86970,183,174,47,2
83041,2603,253,24,8
33367,2502,596,31,1
17538,273,124,106,5
33584,340,566,51,7
67289,2743,40,100,6
76522,1855,548,69,9
26304,1508,95,120,8
10403,527,97,68,9
91351,1561,99,121,10
61494,3036,351,73,4
77745,1243,94,25,10
13444,1983,645,22,5
82509,548,67,108,6
47935,2543,523,104,8
80151,1934,405,113,7
36347,1618,234,90,7
61673,262,96,70,7
37618,2058,366,61,4
77952,650,91,116,4
59238,3851,23,44,8
15396,2354,600,25,2
57953,2436,142,12,3
86893,3581,517,45,9
59746,1425,336,90,4
50225,2055,312,70,6
15163,592,447,117,2
99994,708,548,46,2
19243,108,417,22,6
81183,3249,353,118,10
59172,1379,223,51,7
79461,3325,356,109,3
3899,3442,588,108,10
11723,3575,177,74,5
67492,2178,407,67,10
56172,3300,396,81,6
17360,3739,76,76,9
78820,1369,332,111,6
46835,1099,354,29,2
13155,1085,610,73,7
1494,158,128,95,6
79644,3069,34,1,6
56910,3809,386,7,8
65740,1191,519,42,2
69977,1176,299,65,4
64556,2771,297,93,2
52962,1211,431,20,6
44801,2309,136,47,6
21554,169,92,80,6
19874,677,588,63,1
7828,374,502,89,3
94894,314,530,4,10
71728,857,602,37,4
25929,205,587,58,8
41034,1804,88,106,7
72039,2959,333,36,9
83163,3515,282,92,9
73441,3313,170,97,3
79726,2364,388,75,8
34308,1206,30,120,4
4754,3528,182,21,4
26257,529,499,117,2
87624,3984,357,108,1
15040,3412,34,62,3
81243,733,285,51,10
75143,694,224,68,1
4057,3971,203,30,1
90367,2155,273,33,6
55803,2176,43,57,7
7950,2331,545,20,7
76800,3069,45,27,8
59291,1024,605,86,4
53848,944,192,97,5
87480,60,384,26,8
83353,1868,508,78,8
94886,1296,197,81,1
37999,1883,582,84,5
57176,3368,356,69,10
40965,1682,632,60,6
7868,76,143,94,1
37754,426,8,63,1
73603,3294,69,17,9
22576,2754,544,57,3
25068,3019,605,86,1
4574,2804,167,20,2
22635,3157,12,73,9
45840,3034,462,111,6
38176,1599,593,88,1
26457,1712,343,63,2
71119,2615,211,111,7
82196,50,108,75,8
24021,2210,97,19,3
78501,204,362,102,3
45707,1757,60,101,1
72114,3754,256,46,3
88360,672,42,72,5
75539,3600,321,73,6
54839,3896,494,19,10
87900,3109,173,80,4
93893,2686,273,74,10
49172,2436,167,96,10
42653,2212,259,121,10
49811,3969,586,49,4
92643,1199,230,105,3
75240,2849,487,66,5
55425,3299,183,6,4
89428,2979,33,49,6
16074,191,190,7,1
6381,609,534,113,8
88895,1662,364,70,6
73919,3922,288,61,6
53565,3014,179,45,10
11423,2650,196,29,7
16095,2610,472,33,4
73977,3982,20,116,3
89758,2425,413,12,10
67469,2637,321,7,1
20076,2317,326,18,8
64665,2333,621,69,3
28934,3268,546,21,6
28734,3208,261,30,5
10827,450,328,62,4
93856,3982,517,63,3
10847,194,227,46,10
136,1850,475,29,4
4331,2612,1,58,2
10578,496,453,61,2
25516,1023,420,43,2
1213,1391,277,30,4
90320,2046,178,62,9
18477,3468,548,35,9
25287,293,397,33,6
21164,3943,482,76,7
62206,1770,103,57,7
78819,1606,132,41,2
56723,3872,22,115,10
10311,914,427,94,9
80482,3111,36,21,5
53503,3768,317,104,9
4271,1127,216,80,10
77706,1853,617,24,3
17887,2423,306,70,7
56545,645,431,12,9
17823,72,207,23,1
22975,882,192,2,5
86153,2884,51,7,10
62622,4004,446,10,10
22468,2888,166,118,1
1035,1868,180,36,7
18709,3278,437,48,3
19588,3476,629,31,6
50517,2257,201,1,6
83937,1774,360,52,9
8882,3382,138,79,7
49028,272,584,38,3
26542,2924,287,32,6
82826,599,250,27,3
43447,2171,193,57,4
98112,1977,277,16,10
53267,476,258,96,5
48766,2583,293,100,5
29692,3830,465,81,5
97501,133,425,82,4
91628,1209,597,108,3
80855,3207,575,33,8
97214,156,600,59,2
41215,1965,130,105,6
88186,3452,376,41,8
2944,1612,382,8,7
41174,2690,100,50,2
55554,2562,120,66,7
48181,3154,606,33,5
64432,3875,6,33,9
39144,1625,19,95,8
25349,3531,274,6,10
1731,3920,476,116,8
13824,41,67,37,4
64246,3917,287,42,3
69850,199,614,50,3
9114,616,197,38,5
97498,2145,374,29,8
77897,2212,207,91,1
39919,1989,245,112,8
50355,3847,444,35,4
236,3261,3,63,7
59745,560,628,107,1
96797,447,524,45,9
77631,2319,634,71,9
88317,1648,144,105,8
2767,1311,272,100,9
73957,3581,255,112,9
61441,2579,512,77,3
23539,1945,429,47,9
8805,2831,611,91,1
48417,2742,605,82,2
9958,798,327,77,7
96928,453,377,58,5
63287,918,574,76,10
88476,1123,620,18,2
55360,1599,468,78,10
54079,949,103,21,5
38050,1421,224,44,8
70219,683,212,121,2
54565,2677,466,22,6
38629,395,547,40,9
13526,1909,5,111,6
50686,3992,342,37,4
92792,3459,402,106,6
49756,2910,510,97,6
722,195,163,65,6
49507,2268,405,11,2
45908,619,409,32,7
41663,872,227,81,9
38973,3462,380,92,1
22245,2783,54,25,2
74986,2022,586,24,6
66140,1981,502,95,7
44133,672,108,12,10
92686,3380,295,11,6
81173,746,576,44,5
59843,759,220,87,4
14371,2778,160,97,10
17878,72,179,77,10
69472,2634,436,21,4
23555,3741,49,75,5
29648,3960,106,100,10
91938,890,499,102,3
64087,879,1,44,7
34851,1263,363,62,4
33650,1337,76,85,9
6048,3779,547,45,4
72452,807,386,77,2
80440,3220,229,58,5
88658,3640,201,31,5
7963,2379,206,47,10
86046,1944,551,46,10
87263,2351,13,41,5
36118,3304,501,69,6
99230,255,331,66,10
36081,1586,601,104,7
42622,3682,237,29,3
35501,2571,164,41,2
58476,495,423,101,5
34727,2050,352,1,1
6018,1781,482,42,1
86810,64,288,85,8
68792,604,633,70,2
78696,3395,318,93,7
42737,2050,243,31,6
86411,376,417,88,1
2233,3625,131,76,6
80196,515,193,38,5
79748,1037,45,61,1
95429,3102,220,100,8
66355,1916,346,15,3
85455,2517,476,41,9
39467,3862,370,33,9
85381,2482,479,115,6
50805,1383,378,23,6
69459,3279,178,114,10
8923,1208,190,117,4
86018,636,278,1,2
54938,2725,507,58,4
35096,340,343,53,1
18269,731,262,78,1
3242,2412,142,118,1
78149,1565,199,28,2
5140,2918,3,30,4
81194,871,452,2,6
50202,288,272,73,10
55065,2530,71,73,4
61964,3582,289,101,6
91752,2652,83,19,3
86600,2698,510,92,9
78818,762,319,87,1
2238,1866,256,9,9
80149,1806,105,12,1
12506,305,330,111,9
32315,102,567,45,6
71684,3287,630,30,2
34716,634,421,67,9
75734,3567,163,102,6
16122,2608,209,107,1
60182,3557,289,91,6
43881,3455,392,37,1
56784,1026,617,60,2
14902,3157,565,8,1
517,661,165,119,3
435,3978,215,62,8
25865,832,68,111,7
25783,2676,223,88,4
71020,2279,363,24,4
93190,422,225,37,1
89290,3543,216,65,5
17734,180,306,93,7
86975,3137,497,51,4
9948,3901,255,88,8
12034,3944,221,72,5
41489,2407,479,35,4
21229,2436,590,79,5
14148,364,408,46,1
7960,2388,250,48,6
81281,864,575,107,3
57747,2162,212,106,7
47220,2277,261,59,7
29428,2867,34,73,9
61240,1717,610,45,2
45730,705,547,48,5
64226,2586,67,79,9
66941,3193,345,84,9
79544,3141,402,38,2
19043,1740,233,18,9
67865,3134,472,8,4
43113,1560,19,46,6
54340,2612,514,57,1
67316,267,326,102,4
55347,920,385,92,9
20116,1354,469,70,1
81817,2776,446,10,8
87966,2537,468,49,5
10397,2742,30,19,8
73701,2691,386,6,10
49478,3679,639,1,9
39646,1647,273,67,2
17821,974,71,121,7
16494,646,27,40,8
65820,508,497,10,2
70064,2878,635,89,2
79062,3452,388,34,6
46844,2385,222,32,5
98205,212,430,118,7
67615,3929,234,11,5
71892,4012,303,80,8
43397,2410,17,104,3
36057,1438,95,71,7
29038,2164,16,40,8
6180,530,92,55,7
94004,684,359,111,5
33016,663,591,15,6
77131,3354,244,40,4
7906,833,548,106,5
6160,116,472,2,10
73105,949,362,32,5
74615,1855,279,48,4
73450,453,617,17,3
2309,2666,398,24,10
3569,817,495,64,1
51012,43,103,119,1
84448,1915,209,34,5
47432,1164,364,51,10
119,791,119,35,6
24814,704,247,92,4
46875,2933,377,61,9
21621,1168,487,111,4
11249,2085,108,50,5
21799,234,223,58,1
44247,62,2,99,7
51545,3793,378,112,4
28223,2442,439,32,8
52997,2997,134,30,10
21137,627,372,72,9
15902,1938,135,25,8
51976,1261,561,44,3
34450,1253,502,117,1
59241,2140,25,99,3
93431,1771,192,55,7
80519,1476,504,41,8
50304,3401,273,28,3
32534,2778,270,59,10
50406,3388,631,5,6
85208,109,508,18,2
14065,2080,245,35,5
12312,673,247,29,6
35071,324,308,115,4
16785,444,347,112,3
61198,1193,386,121,6
56569,1408,586,48,4
77351,3243,102,39,4
81719,1918,224,65,5
17631,1067,363,49,10
34045,1395,179,48,3
75416,1215,270,15,2
88090,1746,390,92,5
64856,108,553,9,9
28684,1195,611,3,5
91267,169,69,21,9
86634,1489,250,113,6
75540,3678,83,120,5
49620,2447,121,92,7
2474,2313,309,71,8
86211,1272,271,68,6
80654,1051,291,43,1
86368,3800,583,106,4
35051,3560,87,95,2
81541,243,507,20,3
22314,3779,335,114,10
37103,255,624,121,1
7423,261,605,30,2
71322,2806,136,30,6
55432,3679,491,45,6
15958,1863,618,96,3
26273,2628,29,24,3
12635,3237,243,20,1
90224,3551,125,82,8
87255,750,12,102,1
70400,2892,562,30,3
92245,1613,187,22,5
59210,2312,434,100,10
91203,1010,603,39,8
41362,308,71,74,6
99165,1578,399,76,8
44068,1706,35,39,1
84800,1465,68,107,5
4247,2380,184,116,3
83381,2530,347,22,8
94660,3455,358,35,3
48738,2363,273,93,1
3186,2141,344,110,6
69420,252,642,84,1
79813,1513,593,52,6
1551,1470,52,52,8
63315,947,29,87,5
9317,1360,522,93,8
35729,1973,257,97,7
7533,811,79,19,7
38306,2781,356,2,2
2082,3511,522,113,9
79915,895,246,42,7
51975,4009,48,58,5
58666,3075,543,54,8
66739,729,470,79,7
65622,1393,588,107,7
47593,685,394,87,5
73840,1707,252,73,4
24522,1321,31,111,8
44982,123,109,22,8
80720,2355,157,21,7
46806,3481,87,17,4
50167,2419,69,20,7
35493,45,181,39,5
1812,3517,28,7,8
62713,3019,16,54,10
79037,814,7,18,7
59541,170,447,100,1
44752,2063,31,13,4
22335,1617,17,26,7
3190,2312,230,66,6
9783,3513,301,109,4
52688,120,186,44,3
1414,701,160,37,7
45083,730,309,90,8
31339,3232,455,28,6
40677,3752,74,101,2
41451,3079,548,111,4
14206,2455,396,112,10
98362,2950,97,43,3
19345,1205,99,2,5
23734,3464,259,17,7
36261,1889,351,32,10
39093,2143,274,17,8
99801,2952,557,121,7
18275,2639,476,12,6
74500,1220,123,37,1
35333,568,62,3,7
22099,946,360,74,2
36233,2759,2,44,2
52638,2148,536,15,10
54206,1531,483,34,10
24012,695,305,34,10
94676,968,48,11,1
93789,293,295,83,10
3447,209,24,106,7
8810,302,165,99,4
10722,3090,411,35,1
23063,1263,62,77,3
85244,2030,360,50,7
75180,1284,167,36,8
298,3599,312,93,1
49222,999,104,53,3
10873,3256,391,113,6
55782,1878,309,1,2
93737,1934,245,89,10
57834,1646,196,30,8
62749,1888,242,71,5
83323,2992,170,48,4
74106,3507,561,40,6
10097,46,137,87,1
7622,1204,32,82,6
66773,347,377,100,10
99723,3944,485,46,10
12607,3303,567,93,4
1108,735,557,73,9
9202,3435,266,48,8
51439,2425,459,114,7
5305,2082,617,50,6
61563,3201,156,102,8
43302,3756,417,70,9
47904,3666,603,108,4
49408,2564,277,120,7
87059,361,445,62,6
46150,1771,595,115,4
2773,2905,191,49,4
42562,2761,206,74,9
79690,3437,438,117,2
40155,3220,388,105,9
68866,1943,420,119,7
76659,439,479,90,7
80309,3299,429,88,7
41736,3640,309,68,10
10621,1953,195,37,1
5684,1448,335,97,3
38379,1450,176,115,3
77605,2697,634,7,3
55011,2690,184,78,6
62624,3908,573,11,7
55083,1449,38,100,5
80430,718,524,79,3
95183,2171,510,16,8
2104,89,130,92,8
9479,4018,574,4,2
89277,1729,294,97,8
42645,1464,534,119,7
83521,2320,617,33,4
69321,1285,175,89,9
9826,3578,163,8,2
704,504,520,113,3
18674,3115,119,72,1
75409,3036,558,23,2
98188,1352,495,87,9
45192,2815,25,21,2
75484,2623,604,109,9
24791,3220,427,11,4
58851,288,514,84,1
69568,2120,150,94,9
37759,334,7,56,9
58800,2566,289,94,1
59611,350,557,1,1
4606,1426,596,28,3
26678,75,293,63,10
35264,3514,59,45,6
83715,2918,535,13,9
55661,1887,74,65,9
14751,15,640,11,9
66950,2963,516,104,6
57906,2269,618,62,1
2841,245,302,106,5
25610,746,153,117,9
38262,2754,226,98,2
84312,1015,498,12,1
49306,3326,176,29,7
8828,2695,61,22,5
53780,2124,643,85,3
75508,3784,287,66,4
10145,783,58,88,4
40409,3385,91,4,10
35445,3641,198,5,1
86453,1913,520,45,10
51345,734,42,29,7
34985,234,193,67,5
44302,2546,299,50,1
5361,702,65,31,3
75511,2202,197,66,1
54960,2731,462,75,10
95357,178,568,32,4
28857,2579,598,23,1
56151,2803,146,89,4
78928,1884,175,57,10
39871,2523,340,84,10
36286,2755,376,108,9
41816,1657,618,7,3
63868,2102,77,41,6
20352,626,300,36,5
92903,2056,358,57,7
88630,1681,511,82,1
90867,891,600,100,4
90316,783,580,31,4
66204,646,75,29,4
7335,1718,336,84,1
89991,1982,90,1,2
25055,1431,610,65,5
70311,2504,347,55,6
53369,1707,136,50,4
73331,3580,147,95,6
26239,1506,76,120,5
13768,1397,273,51,4
3167,2665,426,71,3
24287,2591,86,113,8
56332,3464,366,48,2
75822,3152,285,105,1
86568,549,480,62,3
52341,2635,189,96,3
11429,158,241,89,6
23842,1624,595,48,5
87826,1378,125,110,10
3959,1482,85,74,3
24286,1022,185,96,10
15179,447,32,26,6
35534,1157,103,70,8
23555,662,7,44,8
23879,2663,25,5,8
87236,2062,339,115,5
92689,1281,25,94,10
41136,3982,506,75,9
82373,2609,197,64,3
23230,3888,100,115,4
43406,3244,10,94,10
39747,3943,119,35,6
78871,1772,529,8,6
12498,2512,543,50,7
30805,3830,182,44,4
2257,1509,65,12,1
71424,674,149,34,10
92919,3741,592,16,7
22620,2043,287,49,1
6611,1919,56,111,3
5883,2494,188,75,4
31718,329,519,62,7
98814,990,92,42,3
56631,1436,277,31,1
41770,1658,395,23,5
67653,1530,181,2,2
38480,3709,403,24,2
81291,3799,134,109,1
95961,603,573,66,9
34973,899,151,12,4
16099,2276,527,60,3
32859,1052,342,43,2
7895,59,55,49,3
53196,1674,2,13,1
7122,3785,286,48,3
49978,1433,41,111,9
80085,3218,335,93,7
34985,2189,427,108,1
79139,498,60,4,2
55732,2822,147,117,6
39544,3367,142,16,5
95885,731,623,68,7
43709,575,42,87,7
59079,1890,412,15,8
27196,452,39,69,10
46287,324,69,64,2
36815,1044,270,2,1
27717,1901,54,81,5
25703,1015,418,91,4
95161,173,438,41,10
49684,690,61,28,1
35481,1064,105,52,6
29124,903,606,79,9
32273,2023,136,88,8
22616,2290,436,101,3
72591,1945,195,47,5
11765,2966,171,6,6
25063,2822,133,11,1
74743,3935,321,75,4
99447,2787,191,51,10
57359,407,10,72,3
21822,1011,555,94,10
71742,2777,615,50,9
12507,83,228,34,8
55365,2173,557,100,5
31445,1027,584,20,4
6236,725,403,7,10
24556,1607,616,15,2
72181,3345,354,58,6
27892,2667,452,38,4
20246,1957,16,3,8
67274,3898,91,29,8
51346,497,366,58,10
76458,2808,434,32,5
63724,151,637,80,6
10897,1621,346,65,4
50632,1664,192,24,4
58873,1037,566,119,2
90831,3941,354,112,9
82692,3801,497,93,2
45438,32,584,44,9
81763,2235,567,100,7
44381,69,485,74,7
75455,1521,116,108,5
5108,794,129,98,3
7718,1312,557,102,9
18953,892,193,96,1
31949,51,466,4,1
35057,3998,549,8,4
947,1140,352,13,8
17677,1131,72,3,5
45602,3286,308,73,1
36641,693,274,16,8
83429,925,593,57,9
73379,1290,624,67,4
46478,2475,489,119,3
31868,1586,225,91,1
6875,3472,330,70,3
71199,3982,271,22,2
86922,1548,155,74,2
86156,2718,261,1,10
70992,263,341,85,10
98596,624,31,25,1
63348,1188,6,15,2
76029,1495,112,71,6
43469,1982,239,2,4
77579,1204,522,3,5
56171,104,484,54,4
92414,1043,408,11,4
38489,1348,442,22,3
27572,1186,449,100,9
95445,2672,209,8,5
35798,1648,269,82,8
88463,2174,479,82,8
10995,2997,200,64,10
64743,745,69,73,2
34368,2453,59,121,10
51401,3330,138,107,1
91264,2536,420,38,9
26720,1236,232,100,2
6859,1700,279,45,5
43437,2695,146,4,9
34019,156,112,89,9
76631,1079,393,61,10
96694,2174,632,83,10
19833,2971,178,103,6
56410,2517,81,23,2
18545,3526,210,64,7
2537,3562,626,67,10
8349,635,488,83,8
31775,2908,295,3,1
55087,3604,16,98,1
61738,13,634,107,9
41850,3299,642,72,5
60152,1759,356,90,2
55583,745,205,115,5
89224,3166,224,116,3
88603,3747,367,70,2
42727,2066,509,23,6
18101,1222,603,55,1
1593,904,187,52,2
42924,3251,330,16,8
34562,1300,222,50,7
29039,135,54,3,7
98820,1255,62,86,3
99993,1486,565,75,8
175,2381,480,45,4
81188,3091,234,46,1
60683,230,409,25,2
43256,3726,61,51,9
89797,2937,323,29,9
78718,2991,426,18,9
10732,2446,505,89,4
61306,1131,600,52,4
33219,3124,144,80,6
86920,2717,545,32,10
78383,3506,558,63,6
92901,2871,88,13,2
95487,180,140,54,2
21641,2743,409,74,8
27214,3355,619,46,10
28485,347,437,108,5
30667,1275,423,71,1
16724,828,509,5,8
82525,2803,496,78,9
74415,1660,517,70,9
43441,3362,393,87,1
16853,1926,428,67,7
58583,2867,144,116,10
80679,2538,640,107,4
24919,2401,94,12,5
10095,3340,166,58,7
76084,813,313,58,4
35024,504,385,114,4
27023,1336,324,87,6
22049,607,420,117,3
12317,3475,150,119,4
6003,3219,366,12,5
43920,1584,597,68,7
78148,3210,376,63,10
772,1571,234,118,2
67955,404,319,15,8
4872,1360,153,18,5
25282,893,236,78,6
57307,134,526,21,6
54736,974,304,58,10
38015,856,440,18,2
69996,1194,568,42,10
87076,1636,485,59,7
74190,3805,103,28,8
17071,2738,531,89,4
55386,1688,58,27,9
4988,2091,565,20,3
7399,1555,537,28,6
14795,3928,454,120,3
82923,490,24,47,2
42669,1360,68,116,2
11914,2753,450,53,6
35473,258,114,67,4
26616,2259,560,101,5
60015,230,163,10,7
82957,3314,447,84,10
63272,1714,586,69,1
36194,1618,450,20,1
78598,3473,134,7,2
36651,3605,309,86,6
29796,3384,162,109,9
5447,1152,157,99,4
48878,1558,388,6,10
26771,144,635,77,6
78856,3780,536,70,10
77413,3433,608,87,6
29823,3542,469,81,2
17542,1420,530,92,3
15366,1520,369,34,4
98098,1312,204,71,6
94022,1358,173,52,5
23500,3963,378,67,1
78730,1086,228,35,8
90270,1104,253,10,10
35109,3164,520,25,6
7420,2321,368,38,3
72824,2993,425,77,7
29289,2838,477,62,5
62285,3412,198,53,2
90106,3326,183,31,2
38993,3528,293,32,2
57432,1871,113,74,1
52217,3885,391,77,6
27976,1133,341,38,3
4459,3819,408,35,6
23832,639,185,20,3
8003,3480,39,60,1
60843,2286,299,97,1
36608,3120,23,109,10
75709,46,556,78,10
27069,1662,222,67,10
87401,11,63,86,8
46866,2847,138,116,8
98389,2143,632,34,8
67006,1155,177,119,2
99907,40,550,94,10
38984,739,495,46,3
53690,47,461,70,9
76935,2196,446,35,10
63772,3052,122,70,6
66079,2140,164,75,5
63676,909,348,85,1
63050,1516,474,102,7
81948,3062,597,114,1
51179,1290,278,69,6
50924,1504,291,65,6
44314,2250,506,75,7
85708,3519,436,52,9
39813,796,466,50,4
22583,2997,173,8,3
69827,3866,481,22,7
93969,1932,73,101,1
4265,1171,166,84,4
25097,3942,196,43,2
76554,3114,429,14,9
27696,296,575,21,3
3530,1539,317,115,2
20712,3794,410,111,3
72919,1198,334,9,10
43912,506,331,3,2
38109,2962,217,67,4
93693,2056,126,68,5
10185,2828,635,83,2
73728,270,263,14,5
44129,348,625,44,5
21516,1148,570,74,1
91172,849,104,41,1
40216,2261,421,90,1
96809,2793,434,27,4
58520,110,521,53,10
27070,3055,13,51,6
42727,1420,328,16,3
3939,2268,579,23,5
27499,843,420,45,1
10370,943,543,116,10
89841,3040,412,58,3
41741,2471,639,113,6
61843,3649,560,89,8
8756,3775,596,114,6
55103,2617,493,107,3
36393,3363,617,35,6
24251,1038,4,104,4
24707,477,629,23,7
54893,2948,101,61,8
72268,2531,250,58,10
71800,2506,630,43,6
79988,3163,622,81,4
9573,2268,180,119,1
52777,3695,381,49,8
46374,2629,102,92,8
86465,2015,331,48,4
36707,571,608,89,10
70893,244,244,44,5
71379,640,640,30,5
36493,3635,599,14,9
43898,3425,334,67,7
19593,1556,151,68,9
22573,2871,515,86,3
47368,2578,316,34,5
43877,565,94,37,7
9549,1641,137,9,9
10982,2592,248,14,7
10402,2994,257,112,6
20449,717,354,98,9
64138,4000,38,108,10
82023,2612,413,5,8
3723,3009,136,25,10
52419,1518,459,73,2
77015,3457,265,80,2
82562,253,598,35,8
59387,405,104,4,6
50334,2974,388,86,1
68163,2687,75,40,4
72856,3691,391,108,8
65686,868,150,64,5
19282,2249,431,63,4
48500,3620,593,121,8
57274,481,403,87,7
38753,1776,615,44,7
41251,3132,553,94,10
4047,365,217,78,5
33721,709,366,120,9
8640,1008,601,3,5
75247,1292,81,79,3
91090,100,231,71,4
55918,284,111,49,7
53009,1357,35,86,2
58574,850,178,58,1
6929,820,634,90,6
41465,1209,564,53,4
74589,1223,542,11,10
28379,1927,362,98,5
22846,2515,274,71,1
79092,1061,432,36,3
16185,2827,430,82,7
66981,1589,484,8,4
13835,2995,206,101,5
51676,2620,409,59,2
18149,2151,615,42,2
67702,618,236,64,1
57091,315,74,118,5
61744,329,225,26,9
236,1435,403,62,10
93945,3692,100,47,1
86298,3460,425,78,9
86512,3877,480,49,1
18504,3176,418,121,5
1355,443,130,115,2
98104,1499,243,86,7
81996,4009,508,89,10
53031,457,475,50,1
43576,1798,252,24,6
53735,1352,403,68,9
32603,3717,3,89,6
38256,2855,37,69,1
97509,1966,372,107,1
94479,2903,407,25,2
87816,1572,233,66,8
43341,3303,205,76,10
15822,1405,392,87,9
57512,2762,449,101,2
46316,1842,601,94,8
68744,573,129,49,8
53761,1572,23,5,1
95754,785,239,3,1
37731,1400,624,79,5
31457,2060,584,6,2
47367,788,153,10,10
2843,2971,159,94,10
97424,3784,629,17,2
96801,538,261,13,4
76033,1325,370,39,4
35594,740,51,88,4
89005,3616,275,40,3
33168,469,65,10,1
19481,2972,466,114,1
15630,1444,610,84,8
64202,3999,239,107,2
70625,3010,542,104,2
55996,3955,246,79,2
23486,3720,306,40,9
70534,939,639,30,8
70066,3973,420,113,10
99358,1936,417,55,5
98014,2729,275,92,7
21111,1895,376,81,1
39659,2303,583,70,4
11330,1947,609,3,8
31688,2097,507,20,10
